3,6 1/2,2854,26,1970
3,4 1/2,898,27,1740
3,3 1/2,2002,28,1060
3,6 1/2,3228,29,930
3,6 1/2,2048,30,2070
4,4 1/2,3622,1,1750
4,6 1/2,982,2,1250
4,5 1/2,2772,3,1040
4,5 1/2,1534,4,800
4,5 1/2,2136,5,1390
4,4 1/2,2994,6,1380
4,4 1/2,2854,7,1440
4,3 1/2,2624,8,2160
4,6 1/2,3470,9,1420
4,6 1/2,3496,10,1440
4,5 1/2,3480,11,930
4,6 1/2,1940,12,1110
4,6 1/2,1870,13,1390
4,6 1/2,1330,14,1360
4,4 1/2,3802,15,1380
4,3 1/2,1134,16,1180
4,5 1/2,3672,17,1990
4,5 1/2,3962,18,1130
4,3 1/2,996,19,1330
4,5 1/2,3586,20,1920
4,6 1/2,3382,21,1290
4,6 1/2,900,22,1310
4,6 1/2,3966,23,1810
4,5 1/2,2258,24,1870
4,3 1/2,1394,25,1950
4,4 1/2,3458,26,1540
4,4 1/2,3822,27,1360
4,6 1/2,1572,28,1680
4,5 1/2,3626,29,1970
4,5 1/2,3208,30,1950
5,5 1/2,1018,1,1820
5,3 1/2,1030,2,1710
5,3 1/2,3268,3,1130
5,5 1/2,1732,4,1600
5,6 1/2,1824,5,1800
5,5 1/2,3570,6,1530
5,4 1/2,1282,7,1090
5,5 1/2,942,8,1560
5,5 1/2,3590,9,2110
5,3 1/2,924,10,1040
5,5 1/2,2622,11,1380
5,5 1/2,1328,12,860
5,3 1/2,1948,13,1690
5,3 1/2,1346,14,1720
5,6 1/2,2462,15,1430
5,4 1/2,876,16,1800
5,3 1/2,3418,17,1060
5,5 1/2,1242,18,1530
5,4 1/2,3320,19,1750
5,5 1/2,1838,20,1730
5,5 1/2,2512,21,1880
5,6 1/2,3850,22,1040
5,6 1/2,3844,23,1290
5,5 1/2,1912,24,1570
5,4 1/2,2768,25,1890
5,6 1/2,3940,26,1930
5,3 1/2,2728,27,1700
5,4 1/2,3862,28,1210
5,3 1/2,1912,29,1540
5,5 1/2,1350,30,2030
6,3 1/2,3402,1,1110
6,4 1/2,2470,2,1750
6,3 1/2,1310,3,1720
6,6 1/2,3606,4,1650
6,4 1/2,1632,5,920
6,5 1/2,1348,6,1650
6,6 1/2,2858,7,1120
6,4 1/2,2836,8,1080
6,4 1/2,2942,9,1680
6,3 1/2,2244,10,960
6,4 1/2,3360,11,2060
6,6 1/2,1708,12,1450
6,4 1/2,1070,13,1750
6,3 1/2,2220,14,1960
6,3 1/2,1194,15,1340
6,3 1/2,3980,16,1450
6,3 1/2,2458,17,1940
6,5 1/2,830,18,1110
6,3 1/2,2252,19,1000
6,6 1/2,3094,20,1230
6,4 1/2,1314,21,1710
6,3 1/2,3102,22,970
6,3 1/2,2536,23,830
6,5 1/2,2946,24,950
6,5 1/2,2162,25,1500
6,5 1/2,2060,26,1350
6,6 1/2,1568,27,1370
6,6 1/2,1190,28,1670
6,4 1/2,3300,29,1060
6,6 1/2,1406,30,1920
7,6 1/2,2396,1,2140
7,5 1/2,2468,2,2140
7,3 1/2,3022,3,980
7,4 1/2,3966,4,1070
7,4 1/2,2992,5,1900
7,6 1/2,1922,6,1320
7,6 1/2,922,7,1150
7,3 1/2,3308,8,820
7,6 1/2,1546,9,1200
7,5 1/2,1608,10,1280
7,6 1/2,3582,11,1900
7,4 1/2,1622,12,1520
7,5 1/2,2388,13,840
7,6 1/2,1656,14,1370
7,3 1/2,2362,15,1250
7,4 1/2,1650,16,1520
7,4 1/2,1296,17,2110
7,5 1/2,1552,18,1020
7,4 1/2,982,19,1720
7,4 1/2,1290,20,1820
7,4 1/2,1128,21,1340
7,6 1/2,1668,22,1500
7,4 1/2,1418,23,1710
7,5 1/2,3034,24,1770
7,4 1/2,2136,25,970
7,5 1/2,2894,26,1320
7,4 1/2,3764,27,1010
7,4 1/2,912,28,1730
7,4 1/2,3082,29,1060
7,5 1/2,1516,30,2000
8,4 1/2,1516,1,1440
8,3 1/2,3306,2,2150
8,5 1/2,2704,3,2120
8,6 1/2,1510,4,2040
8,5 1/2,1484,5,900
8,4 1/2,1774,6,840
8,3 1/2,2540,7,1500
8,6 1/2,1684,8,1970
8,6 1/2,1972,9,820
8,3 1/2,3418,10,1090
8,5 1/2,3198,11,1830
8,3 1/2,1242,12,1850
8,4 1/2,3392,13,2110
8,6 1/2,2498,14,880
8,5 1/2,1232,15,820
8,6 1/2,1272,16,1090
8,4 1/2,3900,17,1650
8,4 1/2,3974,18,1520
8,3 1/2,3970,19,1720
8,4 1/2,1270,20,1720
8,5 1/2,2512,21,2000
8,3 1/2,3514,22,2170
8,5 1/2,1840,23,1320
8,4 1/2,2344,24,2100
8,5 1/2,1258,25,1730
8,5 1/2,878,26,960
8,3 1/2,1268,27,1950
8,6 1/2,908,28,2030
8,3 1/2,1860,29,1850
8,3 1/2,910,30,980
9,3 1/2,3754,1,1550
9,6 1/2,1772,2,2180
9,4 1/2,2274,3,1690
9,4 1/2,3868,4,1170
9,5 1/2,3428,5,1490
9,6 1/2,2926,6,2050
9,4 1/2,2350,7,1900
9,6 1/2,1732,8,2160
9,6 1/2,1320,9,1490
9,4 1/2,1810,10,1770
9,6 1/2,3334,11,2010
9,4 1/2,2916,12,1360
9,6 1/2,1954,13,1720
9,4 1/2,3614,14,1420
9,4 1/2,1302,15,1420
9,3 1/2,3590,16,1570
9,3 1/2,2270,17,1830
9,3 1/2,2362,18,1500
9,3 1/2,2778,19,1920
9,3 1/2,1126,20,2060
9,5 1/2,808,21,1090
9,6 1/2,1580,22,1240
9,3 1/2,3132,23,1700
9,6 1/2,2564,24,1500
9,4 1/2,3362,25,1150
9,3 1/2,2194,26,1080
9,6 1/2,3518,27,1020
9,4 1/2,1322,28,1460
9,5 1/2,964,29,1820
9,6 1/2,990,30,810
10,4 1/2,2472,1,940
10,4 1/2,1448,2,1680
10,3 1/2,3034,3,930
10,3 1/2,984,4,1340
10,4 1/2,2692,5,2120
10,5 1/2,1702,6,1410
10,6 1/2,2744,7,1750
10,5 1/2,1266,8,1270
10,5 1/2,2116,9,1260
10,4 1/2,2956,10,1700
10,5 1/2,3592,11,1710
10,4 1/2,2172,12,960
10,3 1/2,1046,13,1130
10,3 1/2,2098,14,1710
10,4 1/2,2292,15,2150
10,3 1/2,3548,16,1930
10,3 1/2,2112,17,1620
10,3 1/2,2958,18,1590
10,3 1/2,1044,19,1080
10,3 1/2,3612,20,830
10,3 1/2,1326,21,2020
10,6 1/2,3430,22,1680
10,6 1/2,3906,23,1510
10,4 1/2,1492,24,1360
10,3 1/2,3286,25,1390
10,3 1/2,2510,26,880
10,4 1/2,3256,27,840
10,3 1/2,2406,28,1030
10,5 1/2,2706,29,1890
10,3 1/2,1266,30,1310
11,5 1/2,2518,1,2110
11,3 1/2,1696,2,1080
11,5 1/2,1482,3,2120
11,3 1/2,3902,4,850
11,3 1/2,3584,5,930
11,4 1/2,3112,6,1110
11,3 1/2,1852,7,1310
11,3 1/2,2780,8,1040
11,6 1/2,3152,9,1970
11,5 1/2,2112,10,1980
11,5 1/2,3996,11,1240
11,4 1/2,1392,12,840
11,6 1/2,1102,13,860
11,5 1/2,3724,14,1890
11,3 1/2,3610,15,800
11,6 1/2,1010,16,1600
11,5 1/2,3530,17,1750
11,4 1/2,2810,18,2170
11,3 1/2,3886,19,1200
11,6 1/2,2532,20,2180
11,5 1/2,2420,21,800
11,6 1/2,2278,22,1130
11,4 1/2,900,23,1110
11,3 1/2,1492,24,860
11,6 1/2,1924,25,1070
11,6 1/2,1592,26,1430
11,3 1/2,3472,27,1170
11,3 1/2,1788,28,1830
11,6 1/2,2572,29,1500
11,3 1/2,1980,30,1380
12,6 1/2,3570,1,1470
12,5 1/2,3076,2,1770
12,4 1/2,3994,3,1690
12,5 1/2,2634,4,2000
12,6 1/2,2622,5,1040
12,3 1/2,3218,6,1650
12,3 1/2,3256,7,1780
12,6 1/2,2412,8,1120
12,5 1/2,882,9,1010
12,3 1/2,1628,10,1750
12,5 1/2,1430,11,1340
12,3 1/2,3612,12,1230
12,6 1/2,3140,13,910
12,3 1/2,1532,14,1670
12,3 1/2,1756,15,820
12,3 1/2,3008,16,1000
12,6 1/2,1700,17,1390
12,4 1/2,2230,18,1150
12,3 1/2,1198,19,1400
12,5 1/2,3942,20,1350
12,5 1/2,3756,21,1070
12,3 1/2,1486,22,1460
12,5 1/2,3328,23,2040
12,3 1/2,1530,24,1290
12,4 1/2,1638,25,1610
12,3 1/2,3112,26,1700
12,3 1/2,2630,27,1020
12,4 1/2,1574,28,1170
12,5 1/2,3372,29,1210
12,5 1/2,3062,30,1870
13,6 1/2,3704,1,1490
13,3 1/2,2764,2,940
13,4 1/2,3584,3,1260
13,4 1/2,2666,4,960
13,6 1/2,2058,5,1090
13,6 1/2,992,6,1210
13,6 1/2,2254,7,2120
13,6 1/2,1038,8,2010
13,6 1/2,1652,9,1370
13,3 1/2,1384,10,1770
13,6 1/2,1198,11,2170
13,3 1/2,3762,12,1480
13,6 1/2,2576,13,1120
13,3 1/2,3146,14,1970
13,3 1/2,3434,15,1710
13,4 1/2,2352,16,950
13,3 1/2,2944,17,1850
13,4 1/2,3084,18,1810
13,4 1/2,1282,19,2150
13,3 1/2,2468,20,2110
13,3 1/2,1896,21,870
13,3 1/2,3336,22,2150
13,3 1/2,3710,23,970
13,3 1/2,3416,24,1880
13,5 1/2,1312,25,1450
13,4 1/2,1592,26,1270
13,5 1/2,3718,27,1390
13,4 1/2,830,28,1100
13,5 1/2,3980,29,850
13,6 1/2,3228,30,1780
14,4 1/2,1528,1,1670
14,4 1/2,3502,2,1700
14,4 1/2,1430,3,2190
14,6 1/2,3978,4,1930
14,6 1/2,1436,5,1820
14,6 1/2,2492,6,1770
14,4 1/2,2172,7,1040
14,3 1/2,1462,8,1690
14,6 1/2,2926,9,1920
14,4 1/2,3716,10,1920
14,4 1/2,3842,11,890
14,5 1/2,982,12,1520
14,5 1/2,2432,13,1070
14,4 1/2,2888,14,1220
14,6 1/2,1740,15,1470
14,4 1/2,2916,16,1450
14,4 1/2,1210,17,970
14,5 1/2,3194,18,1030
14,3 1/2,3772,19,1410
14,5 1/2,3822,20,1480
14,5 1/2,3596,21,1290
14,6 1/2,2456,22,1420
14,3 1/2,2292,23,2140
14,5 1/2,2646,24,1570
14,3 1/2,3956,25,1390
14,5 1/2,1368,26,2090
14,5 1/2,3614,27,890
14,5 1/2,2248,28,910
14,6 1/2,1276,29,1750
14,4 1/2,1676,30,1230
15,3 1/2,3888,1,1830
15,6 1/2,3976,2,1880
15,5 1/2,2868,3,1310
15,5 1/2,3684,4,970
15,5 1/2,2344,5,1220
15,5 1/2,1284,6,1130
15,4 1/2,2394,7,1410
15,3 1/2,2768,8,1330
15,6 1/2,2734,9,1400
15,3 1/2,3216,10,1880
15,6 1/2,3670,11,1960
15,6 1/2,928,12,980
15,6 1/2,2272,13,1400
15,5 1/2,2782,14,1610
15,5 1/2,2036,15,1450
15,6 1/2,2484,16,1680
15,4 1/2,802,17,1910
15,4 1/2,2156,18,870
15,4 1/2,2982,19,1220
15,3 1/2,1910,20,1330
15,5 1/2,2242,21,1230
15,3 1/2,2546,22,1750
15,3 1/2,2222,23,1400
15,3 1/2,840,24,1870
15,6 1/2,2240,25,1050
15,6 1/2,2290,26,1770
15,3 1/2,3670,27,2000
15,4 1/2,3228,28,1470
15,6 1/2,2436,29,910
15,6 1/2,2076,30,1390
16,5 1/2,3910,1,1480
16,3 1/2,2984,2,2130
16,6 1/2,1320,3,1880
16,4 1/2,3928,4,1990
16,5 1/2,896,5,1270
16,3 1/2,2320,6,1350
16,3 1/2,2704,7,1210
16,5 1/2,3622,8,1490
16,5 1/2,2558,9,900
16,4 1/2,3654,10,1230
16,5 1/2,3536,11,1160
16,4 1/2,1802,12,800
16,4 1/2,1538,13,1870
16,4 1/2,2474,14,1930
16,4 1/2,2028,15,1630
16,5 1/2,3278,16,860
16,6 1/2,2004,17,1460
16,6 1/2,2466,18,2030
16,6 1/2,934,19,2080
16,4 1/2,1436,20,2060
16,3 1/2,3306,21,1450
16,4 1/2,2144,22,1700
16,3 1/2,2336,23,1560
16,3 1/2,2566,24,1280
16,4 1/2,3996,25,1050
16,5 1/2,1650,26,860
16,5 1/2,3302,27,2060
16,4 1/2,1050,28,1550
16,5 1/2,3380,29,930
16,3 1/2,1868,30,1250
17,3 1/2,2764,1,1850
17,3 1/2,1538,2,1640
17,6 1/2,3862,3,1650
17,6 1/2,3914,4,1370
17,6 1/2,2228,5,2120
17,4 1/2,1852,6,1100
17,3 1/2,1444,7,1100
17,6 1/2,3398,8,1560
17,4 1/2,1562,9,1860
17,3 1/2,1628,10,1870
17,5 1/2,2026,11,1550
17,3 1/2,1440,12,1100
17,5 1/2,2478,13,1080
17,4 1/2,1594,14,1090
17,6 1/2,2042,15,1540
17,3 1/2,2656,16,1120
17,6 1/2,3214,17,1460
17,4 1/2,3988,18,2000
17,4 1/2,3106,19,1220
17,5 1/2,2406,20,1860
17,3 1/2,3774,21,1870
17,5 1/2,2336,22,2130
17,4 1/2,3278,23,1910
17,4 1/2,3838,24,1220
17,4 1/2,3260,25,1140
17,3 1/2,1018,26,1060
17,6 1/2,2582,27,1500
17,3 1/2,1176,28,2130
17,5 1/2,2990,29,2030
17,3 1/2,1828,30,1890
18,6 1/2,3928,1,1350
18,5 1/2,1196,2,2100
18,4 1/2,1416,3,1750
18,4 1/2,1196,4,1000
18,3 1/2,2750,5,1730
18,6 1/2,2670,6,1100
18,6 1/2,3778,7,870
18,3 1/2,1600,8,1710
18,3 1/2,2892,9,1890
18,5 1/2,2618,10,1370
18,5 1/2,2802,11,1680
18,6 1/2,2106,12,2170
18,6 1/2,1142,13,1550
18,5 1/2,1046,14,1500
18,6 1/2,2278,15,1730
18,5 1/2,1444,16,1680
18,4 1/2,3876,17,1130
18,4 1/2,1842,18,870
18,3 1/2,1800,19,1350
18,3 1/2,3684,20,1740
18,4 1/2,2640,21,1880
18,6 1/2,1260,22,1540
18,3 1/2,2216,23,1820
18,5 1/2,1198,24,1180
18,3 1/2,1828,25,1420
18,3 1/2,2398,26,2030
18,3 1/2,2920,27,1520
18,6 1/2,1892,28,1210
18,3 1/2,1116,29,1550
18,5 1/2,2352,30,2050
19,4 1/2,1498,1,1080
19,6 1/2,3004,2,990
19,5 1/2,1492,3,1520
19,6 1/2,2470,4,2070
19,6 1/2,2810,5,1930
19,5 1/2,3142,6,1710
19,3 1/2,3008,7,1510
19,4 1/2,1974,8,2120
19,4 1/2,3894,9,1360
19,4 1/2,3060,10,1060
19,6 1/2,3458,11,990
19,6 1/2,2054,12,1180
19,4 1/2,2034,13,860
19,5 1/2,2940,14,1940
19,4 1/2,1002,15,900
19,5 1/2,3026,16,1640
19,6 1/2,1304,17,1740
19,5 1/2,3716,18,1090
19,3 1/2,3038,19,1850
19,5 1/2,3150,20,1660
19,3 1/2,3516,21,2130
19,3 1/2,1714,22,1890
19,6 1/2,3322,23,850
19,3 1/2,846,24,1960
19,6 1/2,3742,25,2080
19,6 1/2,1256,26,850
19,4 1/2,1214,27,1350
19,6 1/2,2684,28,910
19,5 1/2,1076,29,880
19,4 1/2,3500,30,1980
20,3 1/2,3854,1,1100
20,5 1/2,1256,2,2200
20,4 1/2,3564,3,880
20,3 1/2,1308,4,1950
20,6 1/2,3728,5,1260
20,6 1/2,1502,6,950
20,6 1/2,1616,7,1450
20,4 1/2,3454,8,1560
20,3 1/2,2940,9,1980
20,3 1/2,1594,10,1380
20,5 1/2,1762,11,1500
20,4 1/2,2818,12,2130
20,4 1/2,3446,13,1940
20,3 1/2,3926,14,960
20,4 1/2,2876,15,1670
20,3 1/2,3064,16,940
20,6 1/2,3732,17,1720
20,6 1/2,2800,18,1240
20,3 1/2,2152,19,1180
20,4 1/2,3036,20,1690
20,6 1/2,936,21,1010
20,6 1/2,3654,22,860
20,4 1/2,1534,23,1790
20,5 1/2,2486,24,1340
20,3 1/2,892,25,1230
20,4 1/2,976,26,1340
20,5 1/2,3014,27,1540
20,5 1/2,800,28,880
20,4 1/2,2224,29,1760
20,6 1/2,3212,30,1620
